  .1967656849E+04   .1967673288E+04  .1740E+03  .4089E+09  .1170E+11  .1380E+04  .7500E+02  .4089E+09  .4759E+02 -.3580E+02  .1580E+02 -.4570E+02  .4670E+02  .2398E+03  .4330E+02  .2577E+00  .2467E+04  .1373E+06  .2731E+02 -.2445E+00
  .1967678082E+04   .1967717808E+04  .4200E+03  .2791E+10  .1452E+12  .5375E+04  .1400E+03  .3200E+10  .7679E+02 -.5700E+02  .1400E+02 -.1003E+03  .2580E+02  .2475E+03  .4784E+02  .1156E+00  .6975E+04  .7055E+06  .2731E+02 -.2445E+00
  .1967676712E+04   .1967698630E+04  .4080E+03  .1836E+10  .7354E+11  .4410E+04  .9500E+02  .5036E+10  .6485E+02 -.2030E+02  .1540E+02  .1500E+01  .4510E+02  .2470E+03  .9158E+02  .2278E+00  .4724E+04  .3678E+06  .2731E+02 -.2445E+00
  .1967684932E+04   .1967700685E+04  .3300E+03  .8303E+09  .2641E+11  .2605E+04  .7500E+02  .5866E+10  .4736E+02 -.7750E+02  .2850E+02 -.6750E+02  .2950E+02  .2500E+03  .4032E+02  .1245E+00  .2641E+04  .1633E+06  .2731E+02 -.2445E+00
  .1967735616E+04   .1967742466E+04  .1260E+03  .1372E+09  .2501E+10  .7000E+03  .5000E+02  .6003E+10  .3333E+02 -.4700E+02  .1250E+02 -.6550E+02  .1450E+02  .2685E+03  .1831E+02  .1526E+00  .1143E+04  .4051E+05  .2731E+02 -.2445E+00
  .1967750000E+04   .1967753425E+04  .7800E+02  .2156E+09  .6737E+10  .6650E+03  .7500E+02  .6219E+10  .5115E+02 -.9300E+02  .2030E+02 -.9880E+02  .2220E+02  .2738E+03  .7393E+01  .1027E+00  .2902E+04  .1763E+06  .2731E+02 -.2445E+00
  .1967760274E+04   .1967763699E+04  .8400E+02  .9073E+08  .1639E+10  .4650E+03  .4500E+02  .6310E+10  .3321E+02 -.1830E+02  .1700E+02 -.2430E+02  .1970E+02  .2775E+03  .8313E+01  .1066E+00  .1134E+04  .3983E+05  .2731E+02 -.2445E+00
  .1967798630E+04   .1967816438E+04  .3240E+03  .1142E+10  .3902E+11  .3165E+04  .8000E+02  .7451E+10  .5861E+02 -.5400E+02  .2050E+02 -.3680E+02  .4300E+02  .2915E+03  .5246E+02  .1650E+00  .3700E+04  .2458E+06  .2731E+02 -.2445E+00
  .1968415984E+04   .1968422131E+04  .3060E+03  .4482E+09  .1079E+11  .1875E+04  .6500E+02  .7900E+10  .3676E+02 -.8550E+02  .1720E+02 -.7450E+02  .3720E+02  .1523E+03  .3169E+02  .1056E+00  .1538E+04  .7199E+05  .2746E+02 -.9475E-01
  .1968460383E+04   .1968476776E+04  .2220E+03  .4612E+09  .1306E+11  .1610E+04  .6500E+02  .8361E+10  .4351E+02 -.8050E+02  .2400E+02 -.3800E+02  .3900E+02  .1685E+03  .4348E+02  .2013E+00  .2181E+04  .1200E+06  .2746E+02 -.9475E-01
  .1968474727E+04   .1968478142E+04  .9000E+02  .8488E+08  .1634E+10  .4500E+03  .6000E+02  .8446E+10  .3000E+02 -.9600E+02  .2000E+02 -.8000E+02  .4200E+02  .1738E+03  .3040E+02  .3619E+00  .9900E+03  .3705E+05  .2746E+02 -.9475E-01
  .1968606557E+04   .1968618852E+04  .1740E+03  .4022E+09  .1194E+11  .1335E+04  .7000E+02  .8848E+10  .4603E+02 -.7900E+02  .2500E+02 -.2650E+02  .4280E+02  .2220E+03  .5031E+02  .2995E+00  .2427E+04  .1401E+06  .2746E+02 -.9475E-01
  .1968696038E+04   .1968705601E+04  .1860E+03  .2875E+09  .6789E+10  .1190E+04  .5500E+02  .9136E+10  .3839E+02 -.2110E+02  .1270E+02 -.5580E+02  .1780E+02  .2548E+03  .3389E+02  .1883E+00  .1623E+04  .7448E+05  .2746E+02 -.9475E-01
  .1968703552E+04   .1968720628E+04  .2280E+03  .6093E+09  .1817E+11  .1930E+04  .7000E+02  .9745E+10  .5079E+02 -.7300E+02  .3150E+02 -.3500E+02  .4250E+02  .2575E+03  .3917E+02  .1764E+00  .2805E+04  .1627E+06  .2746E+02 -.9475E-01
  .1968728142E+04   .1968739071E+04  .1800E+03  .2156E+09  .4272E+10  .1035E+04  .5000E+02  .9960E+10  .3450E+02 -.7400E+02  .2600E+02 -.3650E+02  .3750E+02  .2665E+03  .3631E+02  .2086E+00  .1258E+04  .4844E+05  .2746E+02 -.9475E-01
  .1968782787E+04   .1968799863E+04  .2040E+03  .6590E+09  .2176E+11  .1890E+04  .7500E+02  .1062E+11  .5559E+02 -.8050E+02  .1400E+02 -.6100E+02  .4600E+02  .2865E+03  .4103E+02  .2072E+00  .3391E+04  .2177E+06  .2746E+02 -.9475E-01
  .1970374658E+04   .1970382877E+04  .2340E+03  .2389E+09  .5019E+10  .1200E+04  .7000E+02  .1086E+11  .3077E+02 -.7900E+02  .1150E+02 -.7550E+02  .3700E+02  .1368E+03  .3427E+02  .1503E+00  .1072E+04  .4377E+05  .2747E+02 -.8798E-01
  .1970545205E+04   .1970551370E+04  .1140E+03  .1535E+09  .3397E+10  .6800E+03  .5500E+02  .1101E+11  .3579E+02 -.8350E+02  .1850E+02 -.8690E+02  .3720E+02  .1990E+03  .2048E+02  .1896E+00  .1413E+04  .6082E+05  .2747E+02 -.8798E-01
  .1970578082E+04   .1970588356E+04  .1440E+03  .5125E+09  .2102E+11  .1305E+04  .1100E+03  .1152E+11  .5438E+02 -.8250E+02  .1850E+02 -.1070E+03  .3230E+02  .2110E+03  .2676E+02  .1939E+00  .3736E+04  .2979E+06  .2747E+02 -.8798E-01
  .1970620548E+04   .1970629452E+04  .9000E+02  .1253E+09  .2863E+10  .5450E+03  .6000E+02  .1165E+11  .3633E+02 -.7550E+02  .2700E+02 -.5600E+02  .4400E+02  .2265E+03  .2783E+02  .3314E+00  .1462E+04  .6491E+05  .2747E+02 -.8798E-01
  .1970626027E+04   .1970634247E+04  .1500E+03  .2429E+09  .5753E+10  .9900E+03  .6000E+02  .1189E+11  .3960E+02 -.4100E+02  .1100E+02 -.7440E+02  .1620E+02  .2285E+03  .3298E+02  .2290E+00  .1700E+04  .7827E+05  .2747E+02 -.8798E-01
  .1970686301E+04   .1970697260E+04  .1200E+03  .3882E+09  .1576E+11  .1025E+04  .1100E+03  .1228E+11  .5125E+02 -.8350E+02  .1530E+02 -.1005E+03  .2420E+02  .2505E+03  .1959E+02  .1718E+00  .3396E+04  .2680E+06  .2747E+02 -.8798E-01
  .1970695890E+04   .1970706849E+04  .1380E+03  .1589E+09  .3330E+10  .7600E+03  .6000E+02  .1244E+11  .3304E+02 -.7750E+02  .2550E+02 -.9720E+02  .3380E+02  .2540E+03  .2185E+02  .1655E+00  .1209E+04  .4925E+05  .2747E+02 -.8798E-01
  .1970735616E+04   .1970736986E+04  .2100E+03  .1858E+09  .3069E+10  .1050E+04  .4500E+02  .1263E+11  .3000E+02 -.7540E+02  .2240E+02 -.9950E+02  .2300E+02  .2685E+03  .2450E+02  .1201E+00  .9286E+03  .2983E+05  .2747E+02 -.8798E-01
  .1970779452E+04   .1970793151E+04  .1380E+03  .4057E+09  .1328E+11  .1215E+04  .9000E+02  .1303E+11  .5283E+02 -.6850E+02  .2450E+02 -.5300E+02  .4700E+02  .2845E+03  .3211E+02  .2433E+00  .3086E+04  .1964E+06  .2747E+02 -.8798E-01
  .1970801370E+04   .1970819178E+04  .1980E+03  .4894E+09  .1354E+11  .1645E+04  .6500E+02  .1352E+11  .4985E+02 -.4800E+02  .3400E+02 -.2500E+02  .4600E+02  .2925E+03  .2637E+02  .1373E+00  .2595E+04  .1396E+06  .2747E+02 -.8798E-01
  .1971505479E+04   .1971511644E+04  .9000E+02  .1433E+09  .3254E+10  .5950E+03  .5500E+02  .1366E+11  .3967E+02 -.7550E+02  .3350E+02 -.4960E+02  .4760E+02  .1845E+03  .2427E+02  .2889E+00  .1672E+04  .7379E+05  .2715E+02 -.4097E+00
  .1971587671E+04   .1971595890E+04  .1020E+03  .2069E+09  .6673E+10  .6700E+03  .7500E+02  .1387E+11  .3941E+02 -.6350E+02  .3100E+02 -.4300E+02  .5800E+02  .2145E+03  .3330E+02  .3469E+00  .2129E+04  .1335E+06  .2715E+02 -.4097E+00
  .1971606849E+04   .1971620548E+04  .1740E+03  .3628E+09  .1079E+11  .1245E+04  .7500E+02  .1423E+11  .4293E+02 -.7990E+02  .2670E+02 -.5770E+02  .4950E+02  .2215E+03  .2947E+02  .1754E+00  .2189E+04  .1266E+06  .2715E+02 -.4097E+00
  .1971628767E+04   .1971634932E+04  .1740E+03  .1683E+09  .3130E+10  .8900E+03  .5500E+02  .1440E+11  .3069E+02 -.5250E+02  .1300E+02 -.8850E+02  .1800E+02  .2295E+03  .3586E+02  .2135E+00  .1016E+04  .3672E+05  .2715E+02 -.4097E+00
  .1971634247E+04   .1971654110E+04  .2160E+03  .2375E+09  .4653E+10  .1180E+04  .5500E+02  .1464E+11  .3278E+02 -.4700E+02  .1150E+02 -.6800E+02  .4800E+02  .2315E+03  .5602E+02  .2668E+00  .1154E+04  .4397E+05  .2715E+02 -.4097E+00
  .1971678767E+04   .1971689726E+04  .3060E+03  .9864E+09  .4039E+11  .2655E+04  .1400E+03  .1563E+11  .5206E+02 -.5800E+02  .1140E+02 -.8470E+02  .3400E+02  .2478E+03  .5742E+02  .1914E+00  .3384E+04  .2694E+06  .2715E+02 -.4097E+00
  .1971672603E+04   .1971688356E+04  .2340E+03  .4275E+09  .1229E+11  .1560E+04  .8000E+02  .1605E+11  .4000E+02 -.8750E+02  .2750E+02 -.1003E+03  .2690E+02  .2455E+03  .1727E+02  .7574E-01  .1918E+04  .1072E+06  .2715E+02 -.4097E+00
  .1971679452E+04   .1971701370E+04  .7080E+03  .2666E+10  .9846E+11  .6960E+04  .9500E+02  .1872E+11  .5898E+02 -.7150E+02  .2550E+02 -.6990E+02  .3570E+02  .2480E+03  .6690E+02  .9530E-01  .3953E+04  .2838E+06  .2715E+02 -.4097E+00
  .1971693151E+04   .1971701370E+04  .1020E+03  .1656E+09  .3750E+10  .6850E+03  .5500E+02  .1888E+11  .4029E+02 -.7200E+02  .2710E+02 -.6900E+02  .4550E+02  .2530E+03  .2011E+02  .2095E+00  .1704E+04  .7504E+05  .2715E+02 -.4097E+00
  .1971695205E+04   .1971714384E+04  .2220E+03  .3099E+09  .7469E+10  .1325E+04  .7000E+02  .1919E+11  .3581E+02 -.4850E+02  .1100E+02 -.8790E+02  .1250E+02  .2538E+03  .3923E+02  .1816E+00  .1466E+04  .6866E+05  .2715E+02 -.4097E+00
  .1971721233E+04   .1971725342E+04  .9000E+02  .1393E+09  .3161E+10  .5850E+03  .5500E+02  .1933E+11  .3900E+02 -.3880E+02  .1150E+02 -.6000E+02  .1940E+02  .2633E+03  .2258E+02  .2688E+00  .1625E+04  .7168E+05  .2715E+02 -.4097E+00
  .1971794521E+04   .1971801370E+04  .9600E+02  .1039E+09  .1942E+10  .5250E+03  .4500E+02  .1944E+11  .3281E+02 -.5850E+02  .2500E+02 -.2890E+02  .4050E+02  .2900E+03  .3155E+02  .3505E+00  .1136E+04  .4127E+05  .2715E+02 -.4097E+00
  .1971864384E+04   .1971873288E+04  .2340E+03  .5368E+09  .1464E+11  .1855E+04  .6000E+02  .1997E+11  .4756E+02 -.7850E+02  .1200E+02 -.9000E+02  .1530E+02  .3155E+03  .2168E+02  .9509E-01  .2408E+04  .1277E+06  .2715E+02 -.4097E+00
  .1972392760E+04   .1972400273E+04  .1440E+03  .1972E+09  .4388E+10  .8700E+03  .6000E+02  .2017E+11  .3625E+02 -.7820E+02  .3120E+02 -.8550E+02  .2780E+02  .1438E+03  .1889E+02  .1369E+00  .1438E+04  .6219E+05  .2730E+02 -.2631E+00
  .1972452186E+04   .1972464481E+04  .2100E+03  .4511E+09  .1289E+11  .1565E+04  .7500E+02  .2062E+11  .4471E+02 -.8900E+02  .2000E+02 -.7450E+02  .4170E+02  .1655E+03  .3034E+02  .1487E+00  .2255E+04  .1253E+06  .2730E+02 -.2631E+00
  .1972640710E+04   .1972655738E+04  .2520E+03  .8226E+09  .2923E+11  .2305E+04  .9000E+02  .2145E+11  .5488E+02 -.6400E+02  .3650E+02 -.3790E+02  .4620E+02  .2345E+03  .3585E+02  .1457E+00  .3427E+04  .2367E+06  .2730E+02 -.2631E+00
  .1972659836E+04   .1972674180E+04  .1740E+03  .3104E+09  .7303E+10  .1230E+04  .6000E+02  .2176E+11  .4241E+02 -.7850E+02  .2900E+02 -.6300E+02  .4700E+02  .2415E+03  .2539E+02  .1511E+00  .1872E+04  .8566E+05  .2730E+02 -.2631E+00
  .1972677596E+04   .1972685792E+04  .2340E+03  .4494E+09  .1180E+11  .1675E+04  .7000E+02  .2221E+11  .4295E+02 -.7940E+02  .2380E+02 -.7950E+02  .3280E+02  .2480E+03  .3589E+02  .1574E+00  .2016E+04  .1029E+06  .2730E+02 -.2631E+00
  .1972717213E+04   .1972721995E+04  .6600E+02  .1530E+09  .4204E+10  .5250E+03  .6000E+02  .2236E+11  .4773E+02 -.5950E+02  .3750E+02 -.3600E+02  .5400E+02  .2625E+03  .2643E+02  .4405E+00  .2434E+04  .1300E+06  .2730E+02 -.2631E+00
  .1972835383E+04   .1972837432E+04  .1500E+03  .1539E+09  .2741E+10  .8050E+03  .4000E+02  .2251E+11  .3220E+02 -.4750E+02  .3500E+02 -.4250E+02  .3250E+02  .3058E+03  .1479E+02  .1027E+00  .1077E+04  .3729E+05  .2730E+02 -.2631E+00
  .1973497945E+04   .1973505479E+04  .1320E+03  .4108E+09  .1337E+11  .1205E+04  .8000E+02  .2292E+11  .5477E+02 -.6780E+02  .2600E+02 -.5650E+02  .5200E+02  .1818E+03  .2783E+02  .2208E+00  .3267E+04  .2066E+06  .2737E+02 -.1934E+00
