storm.id  storm.name  n.obs  storm.duration  storm.pdi  max.wind  storm.year
EP202016  SEYMOUR  33  712800  44729582111.5296  130  2016
EP211983  WINNIE  13  280800  7094372941.67778  80  1983
EP211990  RACHEL  25  540000  4453144402.06667  55  1990
EP211992  SEYMOUR  40  864000  17768465231.8222  75  1992
EP212006  SERGIO  29  626400  17023701276.1852  95  2006
EP212014  VANCE  27  583200  21117329810.2296  95  2014
EP212015  RICK  33  712800  2519551901.25185  35  2015
EP212016  TINA  22  475200  1130747249.52593  35  2016
EP221990  SIMON  24  518400  6221683094.35185  60  1990
EP221992  TINA  98  2116800  133932526948.074  130  1992
EP222015  SANDRA  25  540000  37636311979.263  130  2015
EP222016  OTTO  36  777600  17968073735.2333  100  2016
EP231990  TRUDY  67  1447200  136663450653.122  135  1990
EP231992  VIRGIL  19  410400  22421218137.3  115  1992
EP241990  VANCE  41  885600  20757078735.9333  85  1990
EP241992  WINIFRED  16  345600  14745664635.9667  100  1992
EP251992  XAVIER  6  129600  645143505.5  40  1992
EP261992  YOLANDA  28  604800  6390412934.25185  55  1992
EP271992  ZEKE  22  475200  2646374983.52963  45  1992
